Destination Neighborhood,Mode,Month of MONTH,Origin Neighborhood,Time Period,Trip Count
South of Market,E-Bike,October 2020,Downtown/Civic Center,10am-1pm,291
South of Market,E-Bike,June 2021,Downtown/Civic Center,10am-1pm,293
South of Market,E-Bike,August 2021,Downtown/Civic Center,10am-1pm,309
South of Market,E-Bike,July 2021,Downtown/Civic Center,10am-1pm,329
South of Market,E-Bike,September 2021,Downtown/Civic Center,10am-1pm,338
South of Market,E-Bike,May 2021,Downtown/Civic Center,10am-1pm,386
South of Market,E-Bike,January 2020,Downtown/Civic Center,10am-1pm,544
South of Market,E-Bike,February 2020,Downtown/Civic Center,10am-1pm,798
South of Market,E-Bike,May 2020,Financial District,10am-1pm,139
South of Market,E-Bike,April 2020,Financial District,10am-1pm,167
South of Market,E-Bike,December 2020,Financial District,10am-1pm,183
South of Market,E-Bike,January 2021,Financial District,10am-1pm,187
South of Market,E-Bike,July 2020,Financial District,10am-1pm,229
South of Market,E-Bike,February 2021,Financial District,10am-1pm,243
South of Market,E-Bike,June 2020,Financial District,10am-1pm,268
South of Market,E-Bike,August 2020,Financial District,10am-1pm,308
South of Market,E-Bike,November 2020,Financial District,10am-1pm,330
South of Market,E-Bike,September 2020,Financial District,10am-1pm,339
South of Market,E-Bike,March 2021,Financial District,10am-1pm,359
South of Market,E-Bike,October 2020,Financial District,10am-1pm,405
South of Market,E-Bike,February 2019,Financial District,10am-1pm,413
South of Market,E-Bike,April 2021,Financial District,10am-1pm,429
South of Market,E-Bike,May 2021,Financial District,10am-1pm,451
South of Market,E-Bike,September 2019,Financial District,10am-1pm,472
South of Market,E-Bike,December 2018,Financial District,10am-1pm,484
South of Market,E-Bike,June 2021,Financial District,10am-1pm,486
South of Market,E-Bike,March 2019,Financial District,10am-1pm,506
South of Market,E-Bike,November 2018,Financial District,10am-1pm,512
South of Market,E-Bike,January 2019,Financial District,10am-1pm,516
South of Market,E-Bike,August 2021,Financial District,10am-1pm,517
South of Market,E-Bike,September 2021,Financial District,10am-1pm,527
South of Market,E-Bike,December 2019,Financial District,10am-1pm,529
South of Market,E-Bike,July 2021,Financial District,10am-1pm,563
South of Market,E-Bike,May 2019,Financial District,10am-1pm,582
South of Market,E-Bike,November 2019,Financial District,10am-1pm,591
South of Market,E-Bike,April 2019,Financial District,10am-1pm,660
South of Market,E-Bike,July 2019,Financial District,10am-1pm,668
South of Market,E-Bike,March 2020,Financial District,10am-1pm,668
South of Market,E-Bike,October 2019,Financial District,10am-1pm,678
South of Market,E-Bike,June 2019,Financial District,10am-1pm,725
South of Market,E-Bike,August 2019,Financial District,10am-1pm,879
South of Market,E-Bike,January 2020,Financial District,10am-1pm,"1,737"
South of Market,E-Bike,February 2020,Financial District,10am-1pm,"2,582"
South of Market,E-Bike,January 2021,Haight Ashbury,10am-1pm,22
South of Market,E-Bike,April 2021,Haight Ashbury,10am-1pm,22
South of Market,E-Bike,September 2020,Haight Ashbury,10am-1pm,23
South of Market,E-Bike,July 2021,Haight Ashbury,10am-1pm,23
South of Market,E-Bike,November 2020,Haight Ashbury,10am-1pm,24
South of Market,E-Bike,August 2021,Haight Ashbury,10am-1pm,27
South of Market,E-Bike,September 2021,Haight Ashbury,10am-1pm,35
South of Market,E-Bike,October 2020,Haight Ashbury,10am-1pm,44
South of Market,E-Bike,December 2020,Haight Ashbury,10am-1pm,46
South of Market,E-Bike,February 2020,Haight Ashbury,10am-1pm,48
South of Market,E-Bike,May 2021,Haight Ashbury,10am-1pm,49
South of Market,E-Bike,June 2021,Haight Ashbury,10am-1pm,54
South of Market,E-Bike,June 2020,Inner Sunset,10am-1pm,21
South of Market,E-Bike,April 2019,Marina,10am-1pm,21
South of Market,E-Bike,January 2020,Marina,10am-1pm,23
South of Market,E-Bike,August 2021,Marina,10am-1pm,48
South of Market,E-Bike,September 2021,Marina,10am-1pm,58
South of Market,E-Bike,February 2020,Marina,10am-1pm,64
South of Market,E-Bike,May 2021,Marina,10am-1pm,80
South of Market,E-Bike,June 2021,Marina,10am-1pm,80
South of Market,E-Bike,July 2021,Marina,10am-1pm,91
South of Market,E-Bike,April 2020,Mission,10am-1pm,108
South of Market,E-Bike,February 2019,Mission,10am-1pm,115
South of Market,E-Bike,April 2019,Mission,10am-1pm,117
South of Market,E-Bike,March 2019,Mission,10am-1pm,153
South of Market,E-Bike,May 2019,Mission,10am-1pm,153
South of Market,E-Bike,July 2019,Mission,10am-1pm,178
South of Market,E-Bike,December 2019,Mission,10am-1pm,184
South of Market,E-Bike,June 2019,Mission,10am-1pm,187
South of Market,E-Bike,March 2021,Mission,10am-1pm,188
South of Market,E-Bike,October 2019,Mission,10am-1pm,191
South of Market,E-Bike,May 2020,Mission,10am-1pm,195
South of Market,E-Bike,July 2020,Mission,10am-1pm,206
South of Market,E-Bike,November 2019,Mission,10am-1pm,209
South of Market,E-Bike,January 2021,Mission,10am-1pm,209
South of Market,E-Bike,January 2019,Mission,10am-1pm,221
South of Market,E-Bike,September 2019,Mission,10am-1pm,229
South of Market,E-Bike,December 2020,Mission,10am-1pm,236
South of Market,E-Bike,August 2020,Mission,10am-1pm,239
South of Market,E-Bike,September 2020,Mission,10am-1pm,248
South of Market,E-Bike,August 2019,Mission,10am-1pm,254
South of Market,E-Bike,February 2021,Mission,10am-1pm,263
South of Market,E-Bike,November 2018,Mission,10am-1pm,275
South of Market,E-Bike,November 2020,Mission,10am-1pm,283
South of Market,E-Bike,June 2020,Mission,10am-1pm,285
South of Market,E-Bike,October 2020,Mission,10am-1pm,293
South of Market,E-Bike,December 2018,Mission,10am-1pm,300
South of Market,E-Bike,April 2021,Mission,10am-1pm,326
South of Market,E-Bike,March 2020,Mission,10am-1pm,370
South of Market,E-Bike,May 2021,Mission,10am-1pm,377
South of Market,E-Bike,August 2021,Mission,10am-1pm,425
South of Market,E-Bike,September 2021,Mission,10am-1pm,446
South of Market,E-Bike,June 2021,Mission,10am-1pm,465
South of Market,E-Bike,July 2021,Mission,10am-1pm,484
South of Market,E-Bike,January 2020,Mission,10am-1pm,751
South of Market,E-Bike,February 2020,Mission,10am-1pm,"1,072"
South of Market,E-Bike,September 2021,Nob Hill,10am-1pm,50
South of Market,E-Bike,February 2020,Nob Hill,10am-1pm,51
South of Market,E-Bike,August 2021,Nob Hill,10am-1pm,53
South of Market,E-Bike,June 2021,Nob Hill,10am-1pm,62
South of Market,E-Bike,July 2021,Nob Hill,10am-1pm,63
South of Market,E-Bike,February 2020,Noe Valley,10am-1pm,23
South of Market,E-Bike,August 2020,North Beach,10am-1pm,22
South of Market,E-Bike,November 2020,North Beach,10am-1pm,22
South of Market,E-Bike,September 2020,North Beach,10am-1pm,23
South of Market,E-Bike,August 2019,North Beach,10am-1pm,24
South of Market,E-Bike,April 2021,North Beach,10am-1pm,24
South of Market,E-Bike,March 2020,North Beach,10am-1pm,29
South of Market,E-Bike,September 2021,North Beach,10am-1pm,33
South of Market,E-Bike,October 2020,North Beach,10am-1pm,45
South of Market,E-Bike,August 2021,North Beach,10am-1pm,49
South of Market,E-Bike,June 2021,North Beach,10am-1pm,61
South of Market,E-Bike,July 2021,North Beach,10am-1pm,63
South of Market,E-Bike,May 2021,North Beach,10am-1pm,73
South of Market,E-Bike,January 2020,North Beach,10am-1pm,147
South of Market,E-Bike,February 2020,North Beach,10am-1pm,242
South of Market,E-Bike,February 2019,Potrero Hill,10am-1pm,22
South of Market,E-Bike,March 2019,Potrero Hill,10am-1pm,26
South of Market,E-Bike,April 2020,Potrero Hill,10am-1pm,53
South of Market,E-Bike,May 2019,Potrero Hill,10am-1pm,71
South of Market,E-Bike,January 2021,Potrero Hill,10am-1pm,82
South of Market,E-Bike,November 2019,Potrero Hill,10am-1pm,88
South of Market,E-Bike,July 2020,Potrero Hill,10am-1pm,91
South of Market,E-Bike,April 2019,Potrero Hill,10am-1pm,97
South of Market,E-Bike,May 2020,Potrero Hill,10am-1pm,99
South of Market,E-Bike,January 2019,Potrero Hill,10am-1pm,102
South of Market,E-Bike,December 2020,Potrero Hill,10am-1pm,104
South of Market,E-Bike,June 2019,Potrero Hill,10am-1pm,109
South of Market,E-Bike,February 2021,Potrero Hill,10am-1pm,109
South of Market,E-Bike,December 2019,Potrero Hill,10am-1pm,111
South of Market,E-Bike,September 2020,Potrero Hill,10am-1pm,113
South of Market,E-Bike,July 2019,Potrero Hill,10am-1pm,116
South of Market,E-Bike,May 2021,Potrero Hill,10am-1pm,117
South of Market,E-Bike,September 2019,Potrero Hill,10am-1pm,118
South of Market,E-Bike,December 2018,Potrero Hill,10am-1pm,127
South of Market,E-Bike,November 2020,Potrero Hill,10am-1pm,131
South of Market,E-Bike,March 2020,Potrero Hill,10am-1pm,132
South of Market,E-Bike,November 2018,Potrero Hill,10am-1pm,136
South of Market,E-Bike,August 2020,Potrero Hill,10am-1pm,136
South of Market,E-Bike,October 2020,Potrero Hill,10am-1pm,143
South of Market,E-Bike,August 2019,Potrero Hill,10am-1pm,144
South of Market,E-Bike,June 2020,Potrero Hill,10am-1pm,144
South of Market,E-Bike,July 2021,Potrero Hill,10am-1pm,146
South of Market,E-Bike,April 2021,Potrero Hill,10am-1pm,155
South of Market,E-Bike,October 2019,Potrero Hill,10am-1pm,169
South of Market,E-Bike,March 2021,Potrero Hill,10am-1pm,169
South of Market,E-Bike,September 2021,Potrero Hill,10am-1pm,224
South of Market,E-Bike,August 2021,Potrero Hill,10am-1pm,246
South of Market,E-Bike,June 2021,Potrero Hill,10am-1pm,266
South of Market,E-Bike,January 2020,Potrero Hill,10am-1pm,441
South of Market,E-Bike,February 2020,Potrero Hill,10am-1pm,658
South of Market,E-Bike,January 2021,Russian Hill,10am-1pm,22
South of Market,E-Bike,February 2020,Russian Hill,10am-1pm,24
South of Market,E-Bike,August 2020,Russian Hill,10am-1pm,25
South of Market,E-Bike,August 2021,Russian Hill,10am-1pm,26
South of Market,E-Bike,June 2021,Russian Hill,10am-1pm,27
South of Market,E-Bike,February 2021,Russian Hill,10am-1pm,28
South of Market,E-Bike,June 2020,Russian Hill,10am-1pm,29
South of Market,E-Bike,September 2020,Russian Hill,10am-1pm,32
South of Market,E-Bike,November 2020,Russian Hill,10am-1pm,48
South of Market,E-Bike,May 2021,Russian Hill,10am-1pm,51
South of Market,E-Bike,October 2020,Russian Hill,10am-1pm,52
South of Market,E-Bike,March 2021,Russian Hill,10am-1pm,64
South of Market,E-Bike,July 2021,Russian Hill,10am-1pm,65
South of Market,E-Bike,December 2020,Russian Hill,10am-1pm,75
South of Market,E-Bike,April 2021,Russian Hill,10am-1pm,87
South of Market,E-Bike,December 2020,South of Market,10am-1pm,498
South of Market,E-Bike,February 2019,South of Market,10am-1pm,627
South of Market,E-Bike,April 2020,South of Market,10am-1pm,644
South of Market,E-Bike,May 2020,South of Market,10am-1pm,654
South of Market,E-Bike,July 2020,South of Market,10am-1pm,675
South of Market,E-Bike,March 2019,South of Market,10am-1pm,704
South of Market,E-Bike,January 2021,South of Market,10am-1pm,722
South of Market,E-Bike,November 2019,South of Market,10am-1pm,798
South of Market,E-Bike,July 2019,South of Market,10am-1pm,799
South of Market,E-Bike,August 2020,South of Market,10am-1pm,800
South of Market,E-Bike,February 2021,South of Market,10am-1pm,805
South of Market,E-Bike,January 2019,South of Market,10am-1pm,816
South of Market,E-Bike,September 2020,South of Market,10am-1pm,827
South of Market,E-Bike,June 2019,South of Market,10am-1pm,841
South of Market,E-Bike,March 2021,South of Market,10am-1pm,848
South of Market,E-Bike,April 2019,South of Market,10am-1pm,849
South of Market,E-Bike,May 2019,South of Market,10am-1pm,855
South of Market,E-Bike,June 2020,South of Market,10am-1pm,876
South of Market,E-Bike,November 2020,South of Market,10am-1pm,881
South of Market,E-Bike,November 2018,South of Market,10am-1pm,885
South of Market,E-Bike,December 2019,South of Market,10am-1pm,912
South of Market,E-Bike,April 2021,South of Market,10am-1pm,927
South of Market,E-Bike,October 2019,South of Market,10am-1pm,973
South of Market,E-Bike,December 2018,South of Market,10am-1pm,984
South of Market,E-Bike,September 2019,South of Market,10am-1pm,"1,013"
South of Market,E-Bike,October 2020,South of Market,10am-1pm,"1,083"
South of Market,E-Bike,May 2021,South of Market,10am-1pm,"1,152"
South of Market,E-Bike,August 2019,South of Market,10am-1pm,"1,208"
South of Market,E-Bike,August 2021,South of Market,10am-1pm,"1,239"
South of Market,E-Bike,June 2021,South of Market,10am-1pm,"1,276"
South of Market,E-Bike,March 2020,South of Market,10am-1pm,"1,377"
South of Market,E-Bike,July 2021,South of Market,10am-1pm,"1,384"
South of Market,E-Bike,September 2021,South of Market,10am-1pm,"1,405"
South of Market,E-Bike,January 2020,South of Market,10am-1pm,"3,431"
South of Market,E-Bike,February 2020,South of Market,10am-1pm,"4,895"
South of Market,E-Bike,November 2019,Western Addition,10am-1pm,21
South of Market,E-Bike,April 2019,Western Addition,10am-1pm,22
South of Market,E-Bike,March 2019,Western Addition,10am-1pm,23
South of Market,E-Bike,July 2019,Western Addition,10am-1pm,25
South of Market,E-Bike,April 2020,Western Addition,10am-1pm,32
South of Market,E-Bike,October 2019,Western Addition,10am-1pm,48
South of Market,E-Bike,June 2019,Western Addition,10am-1pm,50
South of Market,E-Bike,November 2018,Western Addition,10am-1pm,54
South of Market,E-Bike,September 2019,Western Addition,10am-1pm,55
South of Market,E-Bike,December 2018,Western Addition,10am-1pm,61
South of Market,E-Bike,January 2019,Western Addition,10am-1pm,69
South of Market,E-Bike,August 2019,Western Addition,10am-1pm,94
South of Market,E-Bike,May 2020,Western Addition,10am-1pm,100
South of Market,E-Bike,March 2020,Western Addition,10am-1pm,122
South of Market,E-Bike,July 2020,Western Addition,10am-1pm,126
South of Market,E-Bike,January 2021,Western Addition,10am-1pm,128
South of Market,E-Bike,May 2021,Western Addition,10am-1pm,130
South of Market,E-Bike,March 2021,Western Addition,10am-1pm,133
South of Market,E-Bike,April 2021,Western Addition,10am-1pm,142
South of Market,E-Bike,June 2020,Western Addition,10am-1pm,145
South of Market,E-Bike,December 2020,Western Addition,10am-1pm,147
South of Market,E-Bike,February 2021,Western Addition,10am-1pm,152
South of Market,E-Bike,September 2020,Western Addition,10am-1pm,154
South of Market,E-Bike,November 2020,Western Addition,10am-1pm,168
South of Market,E-Bike,August 2020,Western Addition,10am-1pm,171
South of Market,E-Bike,October 2020,Western Addition,10am-1pm,181
South of Market,E-Bike,June 2021,Western Addition,10am-1pm,194
South of Market,E-Bike,July 2021,Western Addition,10am-1pm,201
South of Market,E-Bike,January 2020,Western Addition,10am-1pm,209
South of Market,E-Bike,August 2021,Western Addition,10am-1pm,219
South of Market,E-Bike,September 2021,Western Addition,10am-1pm,225
South of Market,E-Bike,February 2020,Western Addition,10am-1pm,278
South of Market,E-Moped,March 2021,Nob Hill,10am-1pm,22
South of Market,E-Moped,December 2020,South of Market,10am-1pm,25
South of Market,E-Moped,January 2021,South of Market,10am-1pm,51
South of Market,E-Moped,March 2021,South of Market,10am-1pm,58
South of Market,E-Moped,November 2020,South of Market,10am-1pm,80
South of Market,E-Moped,May 2021,South of Market,10am-1pm,86
South of Market,E-Moped,June 2021,South of Market,10am-1pm,129
South of Market,E-Moped,July 2021,South of Market,10am-1pm,142
South of Market,E-Moped,April 2021,South of Market,10am-1pm,145
South of Market,E-Moped,August 2021,South of Market,10am-1pm,152
South of Market,E-Moped,September 2021,South of Market,10am-1pm,186
South of Market,Powered Scooter,August 2021,Castro/Upper Market,10am-1pm,22
South of Market,Powered Scooter,February 2020,Castro/Upper Market,10am-1pm,26
South of Market,Powered Scooter,August 2019,Downtown/Civic Center,10am-1pm,26
South of Market,Powered Scooter,June 2020,Downtown/Civic Center,10am-1pm,45
South of Market,Powered Scooter,September 2019,Downtown/Civic Center,10am-1pm,81
South of Market,Powered Scooter,November 2020,Downtown/Civic Center,10am-1pm,97
South of Market,Powered Scooter,January 2021,Downtown/Civic Center,10am-1pm,105
South of Market,Powered Scooter,December 2020,Downtown/Civic Center,10am-1pm,114
South of Market,Powered Scooter,February 2021,Downtown/Civic Center,10am-1pm,122
South of Market,Powered Scooter,April 2021,Downtown/Civic Center,10am-1pm,128
South of Market,Powered Scooter,October 2019,Downtown/Civic Center,10am-1pm,132
South of Market,Powered Scooter,October 2020,Downtown/Civic Center,10am-1pm,133
South of Market,Powered Scooter,September 2020,Downtown/Civic Center,10am-1pm,140
South of Market,Powered Scooter,March 2021,Downtown/Civic Center,10am-1pm,146
South of Market,Powered Scooter,May 2021,Downtown/Civic Center,10am-1pm,162
South of Market,Powered Scooter,August 2020,Downtown/Civic Center,10am-1pm,213
South of Market,Powered Scooter,June 2021,Downtown/Civic Center,10am-1pm,223
South of Market,Powered Scooter,July 2020,Downtown/Civic Center,10am-1pm,235
South of Market,Powered Scooter,March 2020,Downtown/Civic Center,10am-1pm,277
South of Market,Powered Scooter,July 2021,Downtown/Civic Center,10am-1pm,323
South of Market,Powered Scooter,August 2021,Downtown/Civic Center,10am-1pm,365
South of Market,Powered Scooter,December 2019,Downtown/Civic Center,10am-1pm,374
South of Market,Powered Scooter,January 2020,Downtown/Civic Center,10am-1pm,466
South of Market,Powered Scooter,November 2019,Downtown/Civic Center,10am-1pm,479
South of Market,Powered Scooter,September 2021,Downtown/Civic Center,10am-1pm,505
South of Market,Powered Scooter,February 2020,Downtown/Civic Center,10am-1pm,570
South of Market,Powered Scooter,June 2020,Financial District,10am-1pm,51
South of Market,Powered Scooter,January 2021,Financial District,10am-1pm,134
South of Market,Powered Scooter,December 2020,Financial District,10am-1pm,138
South of Market,Powered Scooter,August 2020,Financial District,10am-1pm,158
South of Market,Powered Scooter,July 2020,Financial District,10am-1pm,170
South of Market,Powered Scooter,September 2020,Financial District,10am-1pm,171
South of Market,Powered Scooter,November 2020,Financial District,10am-1pm,187
South of Market,Powered Scooter,October 2020,Financial District,10am-1pm,204
South of Market,Powered Scooter,February 2021,Financial District,10am-1pm,204
South of Market,Powered Scooter,March 2021,Financial District,10am-1pm,255
South of Market,Powered Scooter,April 2021,Financial District,10am-1pm,328
South of Market,Powered Scooter,May 2021,Financial District,10am-1pm,337
South of Market,Powered Scooter,August 2019,Financial District,10am-1pm,347
South of Market,Powered Scooter,June 2021,Financial District,10am-1pm,442
South of Market,Powered Scooter,September 2019,Financial District,10am-1pm,445
South of Market,Powered Scooter,March 2020,Financial District,10am-1pm,630
South of Market,Powered Scooter,July 2021,Financial District,10am-1pm,660
South of Market,Powered Scooter,August 2021,Financial District,10am-1pm,742
South of Market,Powered Scooter,September 2021,Financial District,10am-1pm,902
South of Market,Powered Scooter,December 2019,Financial District,10am-1pm,"1,127"
South of Market,Powered Scooter,October 2019,Financial District,10am-1pm,"1,170"
South of Market,Powered Scooter,January 2020,Financial District,10am-1pm,"1,323"
South of Market,Powered Scooter,November 2019,Financial District,10am-1pm,"1,615"
South of Market,Powered Scooter,February 2020,Financial District,10am-1pm,"1,652"
South of Market,Powered Scooter,May 2020,Marina,10am-1pm,21
South of Market,Powered Scooter,October 2020,Mission,10am-1pm,22
South of Market,Powered Scooter,November 2020,Mission,10am-1pm,22
South of Market,Powered Scooter,December 2020,Mission,10am-1pm,22
South of Market,Powered Scooter,February 2021,Mission,10am-1pm,56
South of Market,Powered Scooter,May 2021,Mission,10am-1pm,68
South of Market,Powered Scooter,March 2021,Mission,10am-1pm,72
South of Market,Powered Scooter,June 2020,Mission,10am-1pm,73
South of Market,Powered Scooter,April 2021,Mission,10am-1pm,86
South of Market,Powered Scooter,August 2019,Mission,10am-1pm,87
South of Market,Powered Scooter,September 2020,Mission,10am-1pm,91
South of Market,Powered Scooter,July 2020,Mission,10am-1pm,92
South of Market,Powered Scooter,August 2020,Mission,10am-1pm,95
South of Market,Powered Scooter,September 2019,Mission,10am-1pm,104
South of Market,Powered Scooter,June 2021,Mission,10am-1pm,141
South of Market,Powered Scooter,March 2020,Mission,10am-1pm,154
South of Market,Powered Scooter,October 2019,Mission,10am-1pm,193
South of Market,Powered Scooter,July 2021,Mission,10am-1pm,209
South of Market,Powered Scooter,August 2021,Mission,10am-1pm,257
South of Market,Powered Scooter,January 2020,Mission,10am-1pm,259
South of Market,Powered Scooter,September 2021,Mission,10am-1pm,292
South of Market,Powered Scooter,December 2019,Mission,10am-1pm,342
South of Market,Powered Scooter,November 2019,Mission,10am-1pm,368
South of Market,Powered Scooter,February 2020,Mission,10am-1pm,431
South of Market,Powered Scooter,September 2019,North Beach,10am-1pm,21
South of Market,Powered Scooter,August 2020,North Beach,10am-1pm,21
South of Market,Powered Scooter,January 2021,North Beach,10am-1pm,23
South of Market,Powered Scooter,August 2019,North Beach,10am-1pm,25
South of Market,Powered Scooter,October 2019,North Beach,10am-1pm,53
South of Market,Powered Scooter,November 2019,North Beach,10am-1pm,58
South of Market,Powered Scooter,June 2021,North Beach,10am-1pm,64
South of Market,Powered Scooter,May 2021,North Beach,10am-1pm,66
South of Market,Powered Scooter,August 2021,North Beach,10am-1pm,144
South of Market,Powered Scooter,September 2021,North Beach,10am-1pm,189
South of Market,Powered Scooter,July 2021,North Beach,10am-1pm,198
South of Market,Powered Scooter,July 2020,Potrero Hill,10am-1pm,26
South of Market,Powered Scooter,March 2021,Potrero Hill,10am-1pm,26
South of Market,Powered Scooter,November 2020,Potrero Hill,10am-1pm,32
South of Market,Powered Scooter,April 2021,Potrero Hill,10am-1pm,33
South of Market,Powered Scooter,January 2021,Potrero Hill,10am-1pm,45
South of Market,Powered Scooter,September 2019,Potrero Hill,10am-1pm,50
South of Market,Powered Scooter,May 2021,Potrero Hill,10am-1pm,78
South of Market,Powered Scooter,December 2019,Potrero Hill,10am-1pm,102
South of Market,Powered Scooter,October 2019,Potrero Hill,10am-1pm,121
South of Market,Powered Scooter,June 2021,Potrero Hill,10am-1pm,125
South of Market,Powered Scooter,January 2020,Potrero Hill,10am-1pm,138
South of Market,Powered Scooter,November 2019,Potrero Hill,10am-1pm,199
South of Market,Powered Scooter,September 2021,Potrero Hill,10am-1pm,201
South of Market,Powered Scooter,July 2021,Potrero Hill,10am-1pm,219
South of Market,Powered Scooter,February 2020,Potrero Hill,10am-1pm,227
South of Market,Powered Scooter,August 2021,Potrero Hill,10am-1pm,249
South of Market,Powered Scooter,April 2020,South of Market,10am-1pm,300
South of Market,Powered Scooter,May 2020,South of Market,10am-1pm,453
South of Market,Powered Scooter,August 2019,South of Market,10am-1pm,468
South of Market,Powered Scooter,June 2020,South of Market,10am-1pm,760
South of Market,Powered Scooter,September 2019,South of Market,10am-1pm,908
South of Market,Powered Scooter,January 2021,South of Market,10am-1pm,943
South of Market,Powered Scooter,February 2021,South of Market,10am-1pm,962
South of Market,Powered Scooter,March 2021,South of Market,10am-1pm,"1,060"
South of Market,Powered Scooter,July 2020,South of Market,10am-1pm,"1,079"
South of Market,Powered Scooter,December 2020,South of Market,10am-1pm,"1,099"
South of Market,Powered Scooter,August 2020,South of Market,10am-1pm,"1,179"
South of Market,Powered Scooter,November 2020,South of Market,10am-1pm,"1,224"
South of Market,Powered Scooter,October 2020,South of Market,10am-1pm,"1,334"
South of Market,Powered Scooter,September 2020,South of Market,10am-1pm,"1,368"
South of Market,Powered Scooter,April 2021,South of Market,10am-1pm,"1,579"
South of Market,Powered Scooter,May 2021,South of Market,10am-1pm,"1,774"
South of Market,Powered Scooter,June 2021,South of Market,10am-1pm,"1,783"
South of Market,Powered Scooter,March 2020,South of Market,10am-1pm,"1,921"
South of Market,Powered Scooter,July 2021,South of Market,10am-1pm,"1,945"
South of Market,Powered Scooter,August 2021,South of Market,10am-1pm,"2,122"
South of Market,Powered Scooter,October 2019,South of Market,10am-1pm,"2,194"
South of Market,Powered Scooter,September 2021,South of Market,10am-1pm,"2,300"
South of Market,Powered Scooter,December 2019,South of Market,10am-1pm,"2,627"
South of Market,Powered Scooter,January 2020,South of Market,10am-1pm,"3,040"
South of Market,Powered Scooter,November 2019,South of Market,10am-1pm,"3,571"
South of Market,Powered Scooter,February 2020,South of Market,10am-1pm,"3,706"
South of Market,Powered Scooter,July 2021,Western Addition,10am-1pm,22
South of Market,Powered Scooter,February 2020,Western Addition,10am-1pm,31
South of Market,Powered Scooter,August 2021,Western Addition,10am-1pm,43
South of Market,Powered Scooter,September 2021,Western Addition,10am-1pm,145
Western Addition,Classic Bicycle,March 2019,Bernal Heights,10am-1pm,21
Western Addition,Classic Bicycle,July 2017,Castro/Upper Market,10am-1pm,21
Western Addition,Classic Bicycle,December 2020,Castro/Upper Market,10am-1pm,21
Western Addition,Classic Bicycle,November 2020,Castro/Upper Market,10am-1pm,23
Western Addition,Classic Bicycle,May 2020,Castro/Upper Market,10am-1pm,24
Western Addition,Classic Bicycle,June 2020,Castro/Upper Market,10am-1pm,24
Western Addition,Classic Bicycle,February 2020,Castro/Upper Market,10am-1pm,27
Western Addition,Classic Bicycle,July 2019,Castro/Upper Market,10am-1pm,29
Western Addition,Classic Bicycle,March 2018,Castro/Upper Market,10am-1pm,30
Western Addition,Classic Bicycle,February 2018,Castro/Upper Market,10am-1pm,31
Western Addition,Classic Bicycle,January 2020,Castro/Upper Market,10am-1pm,32
Western Addition,Classic Bicycle,November 2018,Castro/Upper Market,10am-1pm,35
Western Addition,Classic Bicycle,December 2017,Castro/Upper Market,10am-1pm,39
Western Addition,Classic Bicycle,January 2018,Castro/Upper Market,10am-1pm,39
Western Addition,Classic Bicycle,December 2019,Castro/Upper Market,10am-1pm,40
Western Addition,Classic Bicycle,September 2017,Castro/Upper Market,10am-1pm,41
Western Addition,Classic Bicycle,November 2017,Castro/Upper Market,10am-1pm,41
Western Addition,Classic Bicycle,May 2019,Castro/Upper Market,10am-1pm,41
Western Addition,Classic Bicycle,May 2021,Castro/Upper Market,10am-1pm,41
Western Addition,Classic Bicycle,August 2017,Castro/Upper Market,10am-1pm,44
Western Addition,Classic Bicycle,October 2020,Castro/Upper Market,10am-1pm,44
Western Addition,Classic Bicycle,June 2019,Castro/Upper Market,10am-1pm,48
Western Addition,Classic Bicycle,August 2021,Castro/Upper Market,10am-1pm,50
Western Addition,Classic Bicycle,August 2019,Castro/Upper Market,10am-1pm,51
Western Addition,Classic Bicycle,December 2018,Castro/Upper Market,10am-1pm,52
Western Addition,Classic Bicycle,April 2018,Castro/Upper Market,10am-1pm,53
Western Addition,Classic Bicycle,September 2018,Castro/Upper Market,10am-1pm,55
Western Addition,Classic Bicycle,July 2018,Castro/Upper Market,10am-1pm,57
Western Addition,Classic Bicycle,November 2019,Castro/Upper Market,10am-1pm,57
Western Addition,Classic Bicycle,August 2018,Castro/Upper Market,10am-1pm,58
Western Addition,Classic Bicycle,October 2018,Castro/Upper Market,10am-1pm,58
Western Addition,Classic Bicycle,October 2019,Castro/Upper Market,10am-1pm,60
Western Addition,Classic Bicycle,October 2017,Castro/Upper Market,10am-1pm,64
Western Addition,Classic Bicycle,February 2019,Castro/Upper Market,10am-1pm,76
Western Addition,Classic Bicycle,May 2018,Castro/Upper Market,10am-1pm,77
Western Addition,Classic Bicycle,January 2019,Castro/Upper Market,10am-1pm,77
Western Addition,Classic Bicycle,June 2018,Castro/Upper Market,10am-1pm,79
Western Addition,Classic Bicycle,April 2019,Castro/Upper Market,10am-1pm,84
Western Addition,Classic Bicycle,September 2019,Castro/Upper Market,10am-1pm,90
Western Addition,Classic Bicycle,March 2019,Castro/Upper Market,10am-1pm,100
Western Addition,Classic Bicycle,June 2020,Downtown/Civic Center,10am-1pm,21
Western Addition,Classic Bicycle,July 2017,Downtown/Civic Center,10am-1pm,23
Western Addition,Classic Bicycle,March 2020,Downtown/Civic Center,10am-1pm,27
Western Addition,Classic Bicycle,May 2020,Downtown/Civic Center,10am-1pm,27
Western Addition,Classic Bicycle,February 2021,Downtown/Civic Center,10am-1pm,29
